ts_iso,avg_cwnd_pkts,avg_rtt_ms,num_conns_with_cwnd
2026-03-18T17:49:09.057821+00:00,2.0,50.459,1
2026-03-18T17:49:09.269116+00:00,2.0,50.459,1
2026-03-18T17:49:09.477616+00:00,2.0,50.459,1
2026-03-18T17:49:09.688680+00:00,2.0,50.459,1
2026-03-18T17:49:09.900367+00:00,2.0,50.459,1
2026-03-18T17:49:10.111029+00:00,2.0,50.459,1
2026-03-18T17:49:10.321390+00:00,2.0,50.459,1
2026-03-18T17:49:10.533269+00:00,2.0,50.459,1
2026-03-18T17:49:10.744216+00:00,2.0,50.459,1
2026-03-18T17:49:10.955086+00:00,2.0,50.459,1
2026-03-18T17:49:11.165068+00:00,2.0,50.459,1
2026-03-18T17:49:11.376121+00:00,2.0,50.459,1
2026-03-18T17:49:11.586603+00:00,2.0,50.459,1
2026-03-18T17:49:11.797074+00:00,2.0,50.459,1
2026-03-18T17:49:12.008054+00:00,2.0,50.459,1
2026-03-18T17:49:12.212222+00:00,2.0,50.459,1
2026-03-18T17:49:12.418067+00:00,2.0,50.459,1
2026-03-18T17:49:12.627262+00:00,2.0,50.459,1
2026-03-18T17:49:12.838853+00:00,2.0,50.459,1
2026-03-18T17:49:13.049608+00:00,2.0,50.459,1
2026-03-18T17:49:13.259414+00:00,2.0,50.459,1
2026-03-18T17:49:13.467186+00:00,2.0,50.459,1
2026-03-18T17:49:13.678046+00:00,2.0,50.459,1
2026-03-18T17:49:13.892515+00:00,2.0,50.459,1
2026-03-18T17:49:14.102438+00:00,2.0,50.459,1
2026-03-18T17:49:14.312673+00:00,2.0,50.459,1
2026-03-18T17:49:14.526741+00:00,2.0,50.459,1
2026-03-18T17:49:14.742589+00:00,2.0,50.459,1
2026-03-18T17:49:14.954377+00:00,2.0,50.459,1
2026-03-18T17:49:15.164732+00:00,2.0,50.459,1
2026-03-18T17:49:15.375255+00:00,2.0,50.459,1
2026-03-18T17:49:15.586751+00:00,2.0,50.459,1
2026-03-18T17:49:15.797274+00:00,2.0,50.459,1
2026-03-18T17:49:16.007406+00:00,2.0,50.459,1
2026-03-18T17:49:16.217796+00:00,2.0,50.459,1
2026-03-18T17:49:16.428541+00:00,2.0,50.459,1
2026-03-18T17:49:16.640216+00:00,2.0,50.459,1
2026-03-18T17:49:16.851356+00:00,2.0,50.459,1
2026-03-18T17:49:17.063822+00:00,3.0,48.066,1
2026-03-18T17:49:17.266967+00:00,10.0,0.132,1
2026-03-18T17:49:17.474136+00:00,10.0,0.132,1
2026-03-18T17:49:17.682109+00:00,10.0,0.132,1
2026-03-18T17:49:17.892354+00:00,10.0,0.132,1
2026-03-18T17:49:18.102579+00:00,10.0,0.132,1
2026-03-18T17:49:18.312078+00:00,10.0,0.132,1
2026-03-18T17:49:18.522293+00:00,10.0,0.132,1
2026-03-18T17:49:18.732681+00:00,10.0,0.132,1
2026-03-18T17:49:18.942706+00:00,10.0,0.132,1
2026-03-18T17:49:19.152084+00:00,10.0,0.132,1
2026-03-18T17:49:19.361436+00:00,10.0,0.132,1
2026-03-18T17:49:19.572209+00:00,10.0,0.132,1
2026-03-18T17:49:19.782265+00:00,10.0,0.132,1
2026-03-18T17:49:19.990402+00:00,10.0,0.132,1
2026-03-18T17:49:20.200618+00:00,10.0,0.132,1
2026-03-18T17:49:20.411348+00:00,10.0,0.132,1
2026-03-18T17:49:20.622981+00:00,10.0,0.132,1
2026-03-18T17:49:20.835010+00:00,10.0,0.132,1
2026-03-18T17:49:21.045154+00:00,10.0,0.132,1
2026-03-18T17:49:21.256111+00:00,10.0,0.132,1
2026-03-18T17:49:21.466913+00:00,10.0,0.132,1
2026-03-18T17:49:21.673819+00:00,10.0,0.132,1
2026-03-18T17:49:21.884724+00:00,10.0,0.132,1
2026-03-18T17:49:22.095122+00:00,10.0,0.132,1
2026-03-18T17:49:22.305353+00:00,10.0,0.132,1
2026-03-18T17:49:22.515555+00:00,10.0,0.132,1
2026-03-18T17:49:22.724877+00:00,10.0,0.132,1
2026-03-18T17:49:22.934248+00:00,10.0,0.132,1
2026-03-18T17:49:23.145870+00:00,10.0,0.132,1
2026-03-18T17:49:23.361031+00:00,10.0,0.132,1
2026-03-18T17:49:23.572801+00:00,10.0,0.132,1
2026-03-18T17:49:23.783996+00:00,10.0,0.132,1
2026-03-18T17:49:23.995069+00:00,10.0,0.132,1
