ts_iso,target,rtt_ms
2026-03-18T17:45:25.998623+00:00,1.1.1.1,13.5
2026-03-18T17:45:26.199560+00:00,1.1.1.1,13.6
2026-03-18T17:45:26.401716+00:00,1.1.1.1,13.6
2026-03-18T17:45:26.602588+00:00,1.1.1.1,13.6
2026-03-18T17:45:26.803540+00:00,1.1.1.1,13.7
2026-03-18T17:45:27.004493+00:00,1.1.1.1,13.7
2026-03-18T17:45:27.205321+00:00,1.1.1.1,13.6
2026-03-18T17:45:27.406247+00:00,1.1.1.1,13.7
2026-03-18T17:45:27.606963+00:00,1.1.1.1,13.5
2026-03-18T17:45:27.807873+00:00,1.1.1.1,13.7
2026-03-18T17:45:28.008609+00:00,1.1.1.1,13.5
2026-03-18T17:45:28.209618+00:00,1.1.1.1,13.7
2026-03-18T17:45:28.410316+00:00,1.1.1.1,13.6
2026-03-18T17:45:28.611469+00:00,1.1.1.1,13.5
2026-03-18T17:45:28.813515+00:00,1.1.1.1,14.7
2026-03-18T17:45:29.014468+00:00,1.1.1.1,13.7
